value,v1,v2,split,,
4890,ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,val,,
4891,ham,Its worse if if uses half way then stops. Its better for him to complete it.,val,,
4892,ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,val,,
4893,ham,Send me the new number,val,,
4894,ham,Convey my regards to him,val,,
4895,spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,val,,
4896,ham,2 and half years i missed your friendship:-),val,,
4897,ham,I cant pick the phone right now. Pls send a message,val,,
4898,ham,Oh for fuck's sake she's in like tallahassee,val,,
4899,ham,"Haha, that was the first person I was gonna ask",val,,
4900,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a $500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",val,,
4901,ham,Taka lor. Wat time u wan 2 come n look 4 us?,val,,
4902,spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,val,,
4903,ham,"\I;m reaching in another 2 stops.\""""",val,,
4904,ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",val,,
4905,spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,val,,
4906,ham,Will you come online today night,val,,
4907,ham,Then anything special?,val,,
4908,ham,"I'm in solihull, | do you want anything?",val,,
4909,ham,Will do. Have a good day,val,,
4910,ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,val,,
4911,ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,val,,
4912,ham,I am on the way to tirupur.,val,,
4913,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",val,,
4914,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,val,,
4915,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,val,,
4916,ham,"Just dropped em off, omw back now",val,,
4917,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",val,,
4918,ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,val,,
4919,ham,Re your call; You didn't see my facebook huh?,val,,
4920,ham,"G says you never answer your texts, confirm/deny",val,,
4921,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",val,,
4922,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,val,,
4923,ham,Oh yah... We never cancel leh... Haha ,val,,
4924,ham,We can go 4 e normal pilates after our intro...  ,val,,
4925,ham,Ok... Let u noe when i leave my house.,val,,
4926,ham,"Oh yes, why is it like torture watching england?",val,,
4927,ham,Wanna do some art?! :D,val,,
4928,ham,Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!,val,,
4929,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",val,,
4930,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",val,,
4931,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",val,,
4932,ham,Match started.india  &lt;#&gt;  for 2,val,,
4933,ham,Once free call me sir.,val,,
4934,ham,Hey do you want anything to buy:),val,,
4935,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",val,,
4936,ham,K..k.:)congratulation ..,val,,
4937,ham,G wants to know where the fuck you are,val,,
4938,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,val,,
4939,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,val,,
4940,ham,ÌÏ go home liao? Ask dad to pick me up at 6...,val,,
4941,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,val,,
4942,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",val,,
4943,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,val,,
4944,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,val,,
4945,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",val,,
4946,ham,I'm already back home so no probably not,val,,
4947,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed $1000 CASH or $2000 gift. Speak to a live operator NOW!,val,,
4948,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",val,,
4949,ham,I am in bus on the way to calicut,val,,
4950,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,val,,
4951,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,val,,
4952,spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",val,,
4953,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,val,,
4954,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,val,,
4955,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,val,,
4956,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",val,,
4957,ham,I'm vivek:)i got call from your number.,val,,
4958,ham,Why didn't u call on your lunch?,val,,
4959,ham,"What i mean was i left too early to check, cos i'm working a 9-6.",val,,
4960,ham,I want  &lt;#&gt;  rs da:)do you have it?,val,,
4961,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",val,,
4962,ham,Yup ok...,val,,
4963,ham,I want to see your pretty pussy...,val,,
4964,spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,val,,
4965,ham,"A few people are at the game, I'm at the mall with iouri and kaila",val,,
4966,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a $2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,val,,
4967,spam,You can donate $2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. $2.50 will be added to your next bill,val,,
4968,ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,val,,
4969,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,val,,
4970,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,val,,
4971,ham,Hey come online! Use msn... We are all there,val,,
4972,ham,I'm fine. Hope you are good. Do take care.,val,,
4973,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,val,,
4974,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,val,,
4975,ham,Yar... I tot u knew dis would happen long ago already.,val,,
4976,ham,You are gorgeous! keep those pix cumming :) thank you!,val,,
4977,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",val,,
4978,ham,JADE ITS PAUL. Y DIDNÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,val,,
4979,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),val,,
4980,ham,So what u doing today?,val,,
4981,ham,I said its okay. Sorry,val,,
4982,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,val,,
4983,ham,Networking job is there.,val,,
4984,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,val,,
4985,ham,Dont let studying stress you out. L8r.,val,,
4986,ham,That's y u haf 2 keep me busy...,val,,
4987,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,val,,
4988,ham,Which channel:-):-):):-).,val,,
4989,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,val,,
4990,spam,Phony $350 award - Todays Voda numbers ending XXXX are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,val,,
4991,ham,"We made it! Eta at taunton is 12:30 as planned, hope that‰Û÷s still okday?! Good to see you! :-xx",val,,
4992,ham,I'm hungry buy smth home...,val,,
4993,ham,\HEY KATE,val,,
4994,ham,My drive can only be read. I need to write,val,,
4995,ham,"Just looked it up and addie goes back Monday, sucks to be her",val,,
4996,ham,Happy new year. Hope you are having a good semester,val,,
4997,ham,Esplanade lor. Where else...,val,,
4998,ham,Can you talk with me..,val,,
4999,ham,"Hmph. Go head, big baller.",val,,
5000,ham,Well its not like you actually called someone a punto. That woulda been worse.,val,,
5001,ham,"Nope. Since ayo travelled, he has forgotten his guy",val,,
5002,ham,You still around? Looking to pick up later,val,,
5003,spam,CDs 4u: Congratulations ur awarded $500 of CD gift vouchers or $125 gift guaranteed & Freeentry 2 $100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,val,,
5004,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,val,,
5005,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,val,,
5006,ham,ILL B DOWN SOON,val,,
5007,ham,Oh k. . I will come tomorrow,val,,
5008,ham,Go fool dont cheat others ok,val,,
5009,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",val,,
5010,ham,"By the way, 'rencontre' is to meet again. Mountains dont....",val,,
5011,spam,You have WON a guaranteed $1000 cash or a $2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,val,,
5012,ham,U attend ur driving lesson how many times a wk n which day?,val,,
5013,ham,"Uncle G, just checking up on you. Do have a rewarding month",val,,
5014,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,val,,
5015,ham,I think the other two still need to get cash but we can def be ready by 9,val,,
5016,ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,test,,
5017,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,test,,
5018,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,test,,
5019,ham,Great! How is the office today?,test,,
5020,ham,"It's cool, we can last a little while. Getting more any time soon?",test,,
5021,ham,:-( sad puppy noise,test,,
5022,ham,Yes its possible but dint try. Pls dont tell to any one k,test,,
5023,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,test,,
5024,ham,Where you. What happen,test,,
5025,ham,I was gonna ask you lol but i think its at 7,test,,
5026,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,test,,
5027,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,test,,
5028,ham,Go chase after her and run her over while she's crossing the street,test,,
5029,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),test,,
5030,ham,Is there coming friday is leave for pongal?do you get any news from your work place.,test,,
5031,ham,Hey... Very inconvenient for your sis a not huh?,test,,
5032,ham,Ok i vl..do u know i got adsense approved..,test,,
5033,ham,"* Was really good to see you the other day dudette, been missing you!",test,,
5034,ham,I want to go to perumbavoor,test,,
5035,ham,How many times i told in the stage all use to laugh. You not listen aha.,test,,
5036,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,test,,
5037,ham,(You didn't hear it from me),test,,
5038,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,test,,
5039,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,test,,
5040,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,test,,
5041,ham,She ran off with a younger man. we will make pretty babies together :),test,,
5042,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,test,,
5043,ham,O ic lol. Should play 9 doors sometime yo,test,,
5044,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",test,,
5045,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",test,,
5046,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,test,,
5047,ham,Hmmm.still we dont have opener?,test,,
5048,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,test,,
5049,ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",test,GE,"GNT:-)"""
5050,ham,I will vote for wherever my heart guides me,test,,
5051,ham,With my sis lor... We juz watched italian job.,test,,
5052,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",test,,
5053,ham,Lmao you know me so well...,test,,
5054,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,test,,
5055,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,test,,
5056,ham,Goodnight da thangam I really miss u dear.,test,,
5057,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,test,,
5058,ham,"Geeeee ... Your internet is really bad today, eh ?",test,,
5059,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,test,,
5060,ham,I think i am disturbing her da,test,,
5061,ham,"Sorry, I'll call you  later. I am in meeting sir.",test,,
5062,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,test,,
5063,ham,Ok i also wan 2 watch e 9 pm show...,test,,
5064,ham,I dunno lei... Like dun haf...,test,,
5065,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,test,,
5066,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,test,,
5067,spam,83039 62735=$450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,test,,
5068,ham,Talk to g and x about that,test,,
5069,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),test,,
5070,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,test,,
5071,ham,As in different styles?,test,,
5072,spam,WIN a $200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 $1.50perweeksub.,test,,
5073,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,test,,
5074,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,test,,
5075,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either $1000 cash or $200 prize. Just call 09066361921",test,,
5076,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",test,,
5077,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",test,,
5078,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,test,,
5079,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,test,,
5080,ham,\Keep ur problems in ur heart,test,,
5081,ham,"Yeah, give me a call if you've got a minute",test,,
5082,ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS Ð FUCKINNICE!SELFISH,test,"IÕL CALL U\""""",
5083,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),test,,
5084,ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,test,,
5085,ham,Hey happy birthday...,test,,
5086,ham,Sorry i missed your call. Can you please call back.,test,,
5087,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,test,,
5088,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",test,,
5089,ham,I wont do anything de.,test,,
5090,ham,What type of stuff do you sing?,test,,
5091,ham,"St andre, virgil's cream",test,,
5092,ham,No no. I will check all rooms befor activities,test,,
5093,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",test,,
5094,ham,Gokila is talking with you aha:),test,,
5095,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",test,,
5096,ham,K.k.this month kotees birthday know?,test,,
5097,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,test,,
5098,ham,Sorry about that this is my mates phone and i didnt write it love Kate,test,,
5099,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",test,,
5100,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",test,,
5101,ham,"Aight, call me once you're close",test,,
5102,ham,Nope thats fine. I might have a nap tho! ,test,,
5103,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,test,,
5104,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,test,,
5105,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",test,,
5106,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,test,,
5107,ham,Ding me on ya break fassyole! Blacko from londn,test,,
5108,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,test,,
5109,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",test,,
5110,ham,Oh you got many responsibilities.,test,,
5111,spam,You have 1 new message. Please call 08715205273,test,,
5112,ham,I've reached sch already...,test,,
5113,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,test,,
5114,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,test,,
5115,ham,Argh why the fuck is nobody in town ;_;,test,,
5116,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",test,,
5117,ham,Thanks. Fills me with complete calm and reassurance! ,test,,
5118,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,test,,
5119,ham,Are you driving or training?,test,,
5120,ham,Lol for real. She told my dad I have cancer,test,,
5121,spam,PRIVATE! Your 2003 Account Statement for 078,test,,
5122,ham,"Oops I did have it,  &lt;#&gt; ?",test,,
5123,ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",test,,
5124,ham,"Hi Chikku, send some nice msgs",test,,
5125,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",test,,
5126,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",test,,
5127,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",test,,
5128,ham,Cuz ibored. And don wanna study,test,,
5129,ham,Wot about on wed nite I am 3 then but only til 9!,test,,
5130,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",test,,
5131,ham,Any way where are you and what doing.,test,,
5132,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,test,,
5133,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,test,,
5134,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",test,,
5135,ham,Sday only joined.so training we started today:),test,,
5136,ham,Sorry * was at the grocers.,test,,
5137,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,test,,
5138,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or $5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost$1.50/pm, Max10mins",test,,
5139,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,test,,
5140,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,test,,
5141,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,test,,
5142,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,test,,
5143,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,test,,
5144,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,test,,
5145,ham,I'm in office now da:)where are you?,test,,
5146,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,test,,
5147,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,test,,
5148,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth $33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,test,,
5149,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),test,,
5150,ham,Pls call me da. What happen.,test,,
5151,ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",test,,
5152,ham,No problem with the renewal. I.ll do it right away but i dont know his details.,test,,
5153,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,test,,
5154,ham,Haven't left yet so probably gonna be here til dinner,test,,
5155,ham,"Like  &lt;#&gt; , same question",test,,
5156,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,test,,
5157,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",test,,
5158,ham,K k:) sms chat with me.,test,,
5159,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,test,,
5160,ham,No but the bluray player can,test,,
5161,ham,Ok... Then r we meeting later?,test,,
5162,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,test,,
5163,ham,Just send a text. We'll skype later.,test,,
5164,ham,Ok leave no need to ask,test,,
5165,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",test,,
5166,ham,ÌÏ still got lessons?  ÌÏ in sch?,test,,
5167,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,test,,
5168,ham,Oh did you charge camera,test,,
5169,ham,"I‰Û÷ve got some salt, you can rub it in my open wounds if you like!",test,,
5170,ham,Now i'm going for lunch.,test,,
5171,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,test,,
5172,ham,Oh k. . I will come tomorrow,test,,
5173,ham,"Aight, text me tonight and we'll see what's up",test,,
5174,ham,U 2.,test,,
5175,ham,Water logging in desert. Geoenvironmental implications.,test,,
5176,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,test,,
5177,ham,Company is very good.environment is terrific and food is really nice:),test,,
5178,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",test,,
5179,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,test,,
5180,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",test,,
5181,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",test,,
5182,ham,K sure am in my relatives home. Sms me de. Pls:-),test,,
5183,ham,I sent them. Do you like?,test,,
5184,ham,"Fuuuuck I need to stop sleepin, sup",test,,
5185,ham,I'm in town now so i'll jus take mrt down later.,test,,
5186,ham,I just cooked a rather nice salmon a la you,test,,
5187,ham,I uploaded mine to Facebook,test,,
5188,ham,WHAT TIME U WRKIN?,test,,
5189,ham,Okie,test,,
5190,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,test,,
5191,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,test,,
5192,ham,"Sorry, I'll call later",test,,
5193,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,test,,
5194,ham,"It's wylie, you in tampa or sarasota?",test,,
5195,ham,Ok... Take ur time n enjoy ur dinner...,test,,
5196,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,test,,
5197,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",test,,
5198,ham,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..,test,,
